Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry
HYLS,First Trust High Yield Long/Short ETF,48.21,1176324096.42,,,,
FHK,First Trust Hong Kong AlphaDEX Fund,38.01,3801076.02,,,,
NFTY,First Trust India Nifty 50 Equal Weight ETF,37.8551,3785585.7102,,,,
FTAG,First Trust Indxx Global Agriculture ETF,23.89,4537379.92,,,,
FTRI,First Trust Indxx Global Natural Resources Income ETF,12.63,8841025.26,,,,
LEGR,First Trust Indxx Innovative Transaction & Process ETF,29.9561,41938599.9122,,,,
FPXI,First Trust International Equity Opportunities ETF,35.39,23003570.78,,,,
FPXE,First Trust IPOX Europe Equity Opportunities ETF,19.44,1944038.88,,,,
FJP,First Trust Japan AlphaDEX Fund,50.19,155589100.38,,,,
FEX,First Trust Large Cap Core AlphaDEX Fund,60.85,1414762621.7,,,,
FTC,First Trust Large Cap Growth AlphaDEX Fund,68.38,977834136.76,,,,
RNLC,First Trust Large Cap US Equity Select ETF,22.6264,19232485.2528,,,,
FTA,First Trust Large Cap Value AlphaDEX Fund,52.84,1183616105.68,,,,
FLN,First Trust Latin America AlphaDEX Fund,20.3,19285040.6,,,,
LMBS,First Trust Low Duration Opportunities ETF,51.34,2579835102.68,,,,
LDSF,First Trust Low Duration Strategic Focus ETF,20.44,15330040.88,,,,
FMB,First Trust Managed Municipal ETF,53.75,639625107.5,,,,
FMK,First Trust Mega Cap AlphaDEX Fund,35.0806,26310520.1612,,,,
FNX,First Trust Mid Cap Core AlphaDEX Fund,68.78,911335137.56,,,,
FNY,First Trust Mid Cap Growth AlphaDEX Fund,44.3381,241642733.6762,,,,
RNMC,First Trust Mid Cap US Equity Select ETF,21.996,14297443.992,,,,
FNK,First Trust Mid Cap Value AlphaDEX Fund,35.5522,55105981.1044,,,,
FAD,First Trust Multi Cap Growth AlphaDEX Fund,73.1,182750146.2,,,,
FAB,First Trust Multi Cap Value AlphaDEX Fund,55.3,88480110.6,,,,
MDIV,First Trust Multi-Asset Diversified Income Index Fund,18.55,635337537.1,,,,
MCEF,First Trust Municipal CEF Income Opportunity ETF,18.5427,9271387.0854,,,,
FMHI,First Trust Municipal High Income ETF,51.38,46242102.76,,,,
QABA,First Trust NASDAQ ABA Community Bank Index Fund,47.98,203915095.96,,,,
ROBT,First Trust Nasdaq Artificial Intelligence and Robotics ETF,32.8363,37761810.6726,,,,
FTXO,First Trust Nasdaq Bank ETF,25.32,167112050.64,,,,
QCLN,First Trust NASDAQ Clean Edge Green Energy Index Fund,21.2083,102860297.4166,,,,
GRID,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index ,45.305,27183090.61,,,,
CIBR,First Trust NASDAQ Cybersecurity ETF,28.68,831720057.36,,,,
FTXG,First Trust Nasdaq Food & Beverage ETF,20.0099,2001030.0198,,,,
CARZ,First Trust NASDAQ Global Auto Index Fund,34.7412,20844789.4824,,,,
FTXN,First Trust Nasdaq Oil & Gas ETF,19.19,12473538.38,,,,
FTXH,First Trust Nasdaq Pharmaceuticals ETF,21.43,5357542.86,,,,
FTXD,First Trust Nasdaq Retail ETF,22.6602,9064125.3204,,,,
FTXL,First Trust Nasdaq Semiconductor ETF,33.8,32110067.6,,,,
FONE,First Trust NASDAQ Smartphone Index Fund,50.4728,15141940.9456,,,,
TDIV,First Trust NASDAQ Technology Dividend Index Fund,39.53,984494650.0,,,,
FTXR,First Trust Nasdaq Transportation ETF,23.995,2399547.99,,,,
QQEW,First Trust NASDAQ-100 Equal Weighted Index Fund,66.28,772162132.56,,,,
QQXT,First Trust NASDAQ-100 Ex-Technology Sector Index Fund,53.5966,91114327.1932,,,,
QTEC,First Trust NASDAQ-100- Technology Index Fund,86.65,2543177673.3,,,,
AIRR,First Trust RBA American Industrial Renaissance ETF,25.3501,81120370.7002,,,,
RDVY,First Trust Rising Dividend Achievers ETF,30.86,745269061.72,,,,
RFAP,First Trust RiverFront Dynamic Asia Pacific ETF,51.52,38640103.04,,,,
RFDI,First Trust RiverFront Dynamic Developed International ETF,57.645,340105615.29,,,,
RFEM,First Trust RiverFront Dynamic Emerging Markets ETF,65.1064,120446970.2128,,,,
RFEU,First Trust RiverFront Dynamic Europe ETF,60.2409,66265110.4818,,,,
FID,First Trust S&P International Dividend Aristocrats ETF,17.1988,13759074.3976,,,,
FTSL,First Trust Senior Loan Fund ETF,47.69,1599999595.38,,,,
FYX,First Trust Small Cap Core AlphaDEX Fund,63.37,624194626.74,,,,
FYC,First Trust Small Cap Growth AlphaDEX Fund,46.8836,304743493.7672,,,,
RNSC,First Trust Small Cap US Equity Select ETF,21.4865,5371667.972999999,,,,
FYT,First Trust Small Cap Value AlphaDEX Fund,36.32,61744072.64,,,,
SDVY,First Trust SMID Cap Rising Dividend Achievers ETF,20.7,4140041.4,,,,
FKO,First Trust South Korea AlphaDEX Fund,23.26,2326046.52,,,,
FCVT,First Trust SSI Strategic Convertible Securities ETF,30.93,190219561.86,,,,
FDIV,First Trust Strategic Income ETF,50.0,82500100.0,,,,
FSZ,First Trust Switzerland AlphaDEX Fund,49.22,167348098.44,,,,
FIXD,First Trust TCW Opportunistic Fixed Income ETF,50.55,510555101.1,,,,
TUSA,First Trust Total US Market AlphaDEX ETF,34.2,17100068.4,,,,
FKU,First Trust United Kingdom AlphaDEX Fund,37.59,11277075.18,,,,
RNDV,First Trust US Equity Dividend Select ETF,22.06,5515044.12,,,,
FUNC,First United Corporation,18.3,129728462.1,,,Finance,Major Banks
FUSB,"First US Bancshares, Inc.",10.01,63098855.82,,,Finance,Major Banks
MYFW,"First Western Financial, Inc.",13.24,105501880.8,,2018.0,Finance,Major Banks
FCFS,"FirstCash, Inc.",90.21,3930005415.75,,1991.0,Consumer Services,Other Specialty Stores
SVVC,"Firsthand Technology Value Fund, Inc.",12.2,87580994.0,,,,
FSV,FirstService Corporation,89.21,3096434762.63,,,Finance,Real Estate
FISV,"Fiserv, Inc.",86.75,34013598172.25,,1986.0,Technology,EDP Services
FIVE,"Five Below, Inc.",129.15,7206438525.3,,2012.0,Consumer Services,Department/Specialty Retail Stores
FPRX,"Five Prime Therapeutics, Inc.",13.05,463107294.45,,2013.0,Health Care,Major Pharmaceuticals
FVE,Five Star Senior Living Inc.,0.531,26998775.711999997,,,Health Care,Hospital/Nursing Management
FIVN,"Five9, Inc.",50.52,2993463984.96,,2014.0,Technology,EDP Services
FLEX,Flex Ltd.,11.08,5777306221.32,,1994.0,Technology,Electrical Products
FLKS,"Flex Pharma, Inc.",0.431,7787944.156,,2015.0,Health Care,Major Pharmaceuticals
FLXN,"Flexion Therapeutics, Inc.",11.0,417917643.0,,2014.0,Health Care,Major Pharmaceuticals
SKOR,FlexShares Credit-Scored US Corporate Bond Index Fund,50.45,103422550.45,,,,
LKOR,FlexShares Credit-Scored US Long Corporate Bond Index Fund,51.97,28583551.97,,,,
MBSD,FlexShares Disciplined Duration MBS Index Fund,23.18,53314023.18,,,,
ASET,FlexShares Real Assets Allocation Index Fund,29.13,10195529.13,,,,
ESGG,FlexShares STOXX Global ESG Impact Index Fund,97.18,72885097.18,,,,
ESG,FlexShares STOXX US ESG Impact Index Fund,68.5238,35975063.5238,,,,
QLC,FlexShares US Quality Large Cap Index Fund,34.2,82080034.2,,,,
FPAY,"FlexShopper, Inc.",0.855,15104595.015,,,Technology,Diversified Commercial Services
FPAYW,"FlexShopper, Inc.",0.2745,0.0,,,Technology,Diversified Commercial Services
FLXS,"Flexsteel Industries, Inc.",25.0,197255050.0,,,Consumer Durables,Home Furnishings
FLIR,"FLIR Systems, Inc.",48.76,6612502167.52,,1993.0,Capital Goods,Industrial Machinery/Components
FLNT,"Fluent, Inc.",6.16,466474266.72,,,Consumer Services,Advertising
FLDM,Fluidigm Corporation,14.11,973438162.29,,2011.0,Capital Goods,Biotechnology: Laboratory Analytical Instruments
FFIC,Flushing Financial Corporation,22.74,640976564.16,,,Finance,Major Banks
FNCB,FNCB Bancorp Inc.,7.79,156645690.19,,,Finance,Major Banks
FOMX,Foamix Pharmaceuticals Ltd.,3.79,206046969.45,,2014.0,Consumer Durables,Specialty Chemicals
FOCS,Focus Financial Partners Inc.,37.28,1740050822.24,,2018.0,Finance,Investment Managers
FONR,Fonar Corporation,20.45,132620949.4,,1981.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
FSCT,"ForeScout Technologies, Inc.",41.44,1845051270.72,,2017.0,Technology,Computer peripheral equipment
FRSX,Foresight Autonomous Holdings Ltd.,1.3502,2248101.9028,1665014.0,,Technology,Computer Software: Prepackaged Software
FORM,"FormFactor, Inc.",18.35,1366863938.3,,2003.0,Technology,Semiconductors
FORTY,Formula Systems (1985) Ltd.,51.98,8014640.26,154187.0,,Technology,EDP Services
FORR,"Forrester Research, Inc.",49.59,913433170.95,,1996.0,Consumer Services,Diversified Commercial Services
FRTA,"Forterra, Inc.",4.24,272231760.96,,2016.0,Capital Goods,Building Materials
FTNT,"Fortinet, Inc.",89.62,15292189595.02,,2009.0,Technology,Computer peripheral equipment
FBIO,"Fortress Biotech, Inc.",1.62,99309646.62,,,Health Care,Major Pharmaceuticals
FBIOP,"Fortress Biotech, Inc.",19.23,19230000.0,,,Health Care,Major Pharmaceuticals
FTSV,"Forty Seven, Inc.",17.46,546007600.98,,2018.0,Health Care,Major Pharmaceuticals
FMCI,Forum Merger II Corporation,9.93,205104150.0,,2018.0,Finance,Business Services
FMCIU,Forum Merger II Corporation,10.35,0.0,,2018.0,Finance,Business Services
FMCIW,Forum Merger II Corporation,0.43,0.0,,2018.0,Finance,Business Services
FWRD,Forward Air Corporation,66.21,1908512718.03,,,Transportation,Oil Refining/Marketing
FORD,"Forward Industries, Inc.",1.51,14396115.01,,,Consumer Non-Durables,Plastic Products
FWP,Forward Pharma A/S,1.1999,13779993.5715,11484285.0,2014.0,Health Care,Major Pharmaceuticals
FOSL,"Fossil Group, Inc.",13.36,662759833.92,,1993.0,Consumer Non-Durables,Consumer Specialties
FOX,Fox Corporation,35.93,9563619244.5,,,Consumer Services,Broadcasting
FOXA,Fox Corporation,36.48,12925895289.6,,,Consumer Services,Broadcasting
FOXF,Fox Factory Holding Corp.,75.99,2890214222.61,,2013.0,Consumer Non-Durables,Motor Vehicles
FRAN,Francesca&#39;s Holdings Corporation,0.6712,24279756.5648,,2011.0,Consumer Services,Clothing/Shoe/Accessory Stores
FELE,"Franklin Electric Co., Inc.",50.43,2337378456.24,,,Consumer Durables,Metal Fabrications
FRED,"Fred&#39;s, Inc.",2.09,78764899.95,,1992.0,Consumer Services,Department/Specialty Retail Stores
RAIL,"Freightcar America, Inc.",7.0,88211599.0,,2005.0,Capital Goods,Railroads
FEIM,"Frequency Electronics, Inc.",12.16,106152933.12,,,Capital Goods,Electrical Products
FRPT,"Freshpet, Inc.",42.44,1512729832.16,,2014.0,Consumer Non-Durables,Packaged Foods
FTDR,"frontdoor, inc.",34.48,2917608779.52,,,Finance,Diversified Commercial Services
FTEO,"FRONTEO, Inc.",9.5,497705.0,52390.0,2013.0,Technology,EDP Services
FTR,Frontier Communications Corporation,2.48,261190242.08,,,Public Utilities,Telecommunications Equipment
FRPH,"FRP Holdings, Inc.",50.98,506642043.9,,,Finance,Real Estate
FSBW,"FS Bancorp, Inc.",50.72,227990356.16,,2012.0,Finance,Banks
FSBC,"FSB Bancorp, Inc.",17.6999,34349505.6339,,,Finance,Savings Institutions
FTD,"FTD Companies, Inc.",0.546,15464145.06,,,Consumer Services,Other Consumer Services
FTEK,"Fuel Tech, Inc.",2.43,58772468.43,,,Capital Goods,Pollution Control Equipment
FCEL,"FuelCell Energy, Inc.",0.2901,37567201.541999996,,,Miscellaneous,Industrial Machinery/Components
FLGT,"Fulgent Genetics, Inc.",6.8,124202564.4,,2016.0,Health Care,Medical Specialities
FORK,Fuling Global Inc.,2.5,39489775.0,,2015.0,Consumer Non-Durables,Plastic Products
FLL,"Full House Resorts, Inc.",2.04,54996025.44,,,Consumer Services,Hotels/Resorts
FULT,Fulton Financial Corporation,16.27,2764060107.05,,,Finance,Major Banks
FNKO,"Funko, Inc.",21.3,1038389505.3,,2017.0,Consumer Non-Durables,Recreational Products/Toys
FSNN,"Fusion Connect, Inc.",0.2745,22540010.265,,,Technology,Computer Software: Prepackaged Software
FHL,Futu Holdings Limited,16.0,120000000.0,7500000.0,2019.0,Finance,Investment Bankers/Brokers/Service
FTFT,Future FinTech Group Inc.,0.7819,24252257.1977,,,Consumer Non-Durables,Packaged Foods
FFHL,"Fuwei Films (Holdings) Co., Ltd.",2.8,9144343.6,,2006.0,Capital Goods,Specialty Chemicals
FVCB,"FVCBankcorp, Inc.",16.82,231363288.18,,,Finance,Major Banks
WILC,"G. Willi-Food International,  Ltd.",8.0,105736120.0,,,Consumer Non-Durables,Food Distributors
GTHX,"G1 Therapeutics, Inc.",17.22,644169789.48,,2017.0,Health Care,Major Pharmaceuticals
GAIA,"Gaia, Inc.",9.46,169335314.94,,1999.0,Consumer Services,Movies/Entertainment
GLPG,Galapagos NV,121.87,1097800328.94,9007962.0,2015.0,Health Care,Major Pharmaceuticals
GALT,Galectin Therapeutics Inc.,5.0,227751130.0,,,Health Care,Major Pharmaceuticals
GLMD,Galmed Pharmaceuticals Ltd.,8.48,179038799.68,,2014.0,Health Care,Major Pharmaceuticals
GMDA,Gamida Cell Ltd.,9.45,237475655.55,,2018.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GLPI,"Gaming and Leisure Properties, Inc.",39.24,8422416074.16,,,Consumer Services,Real Estate Investment Trusts
GPIC,Gaming Partners International Corporation,13.0,105192022.0,,,Consumer Non-Durables,Recreational Products/Toys
GRMN,Garmin Ltd.,88.8,16824173918.4,,2000.0,Capital Goods,Industrial Machinery/Components
GARS,Garrison Capital Inc.,7.27,116678789.04,,2013.0,,
GLIBA,"GCI Liberty, Inc.",57.54,6074460686.7,,,Public Utilities,Telecommunications Equipment
GLIBP,"GCI Liberty, Inc.",25.5,184900500.0,,,Public Utilities,Telecommunications Equipment
GDS,GDS Holdings Limited,39.68,2125257427.2,53559915.0,2016.0,Technology,"Computer Software: Programming, Data Processing"
GEMP,Gemphire Therapeutics Inc.,1.32,18830342.52,,2016.0,Health Care,Major Pharmaceuticals
GENC,Gencor Industries Inc.,12.48,181474101.12,,,Capital Goods,Construction/Ag Equipment/Trucks
GFN,General Finance Corporation,9.41,285215415.61,,,Technology,Diversified Commercial Services
GFNCP,General Finance Corporation,103.2257,41300602.57,,,Technology,Diversified Commercial Services
GFNSL,General Finance Corporation,25.9984,0.0,,,Technology,Diversified Commercial Services
GENE,Genetic Technologies Ltd,0.8002,8026815.0022,10031011.0,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GNFT,GENFIT S.A.,25.32,180974700.0,7147500.0,2019.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GNUS,"Genius Brands International, Inc.",1.92,20030818.56,,,Consumer Services,Movies/Entertainment
GNMK,"GenMark Diagnostics, Inc.",7.47,421849014.75,,2010.0,Health Care,Medical/Dental Instruments
GNCA,"Genocea Biosciences, Inc.",0.72,80923280.4,,2014.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GHDX,"Genomic Health, Inc.",68.6,2531615291.8,,2005.0,Health Care,Medical Specialities
GNPX,"Genprex, Inc.",1.8,27966177.0,,2018.0,Health Care,Major Pharmaceuticals
GNTX,Gentex Corporation,21.31,5474221374.45,,,Capital Goods,Auto Parts:O.E.M.
THRM,Gentherm Inc,40.43,1360779961.97,,,Capital Goods,Auto Parts:O.E.M.
GEOS,Geospace Technologies Corporation,14.22,193858288.02,,,Capital Goods,Industrial Machinery/Components
GABC,"German American Bancorp, Inc.",29.92,747026343.36,,,Finance,Major Banks
GERN,Geron Corporation,2.0,372812094.0,,1996.0,Health Care,Major Pharmaceuticals
GEVO,"Gevo, Inc.",2.49,29029383.63,,2011.0,Basic Industries,Major Chemicals
ROCK,"Gibraltar Industries, Inc.",40.86,1314494475.12,,1993.0,Capital Goods,Steel/Iron Ore
GIGM,GigaMedia Limited,2.53,27962154.55,,,Technology,"Computer Software: Programming, Data Processing"
GIII,"G-III Apparel Group, LTD.",40.95,1994609389.5,,1989.0,Consumer Non-Durables,Apparel
GILT,Gilat Satellite Networks Ltd.,8.44,466245467.76,,,Technology,Radio And Television Broadcasting And Communications Equipment
GILD,"Gilead Sciences, Inc.",67.4,85927990400.0,,1992.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GBCI,"Glacier Bancorp, Inc.",41.91,3544721480.52,,,Finance,Major Banks
GLAD,Gladstone Capital Corporation,9.25,263668891.25,,2001.0,Consumer Non-Durables,Textiles
GLADD,Gladstone Capital Corporation,25.68,0.0,,,Consumer Non-Durables,Textiles
GLADN,Gladstone Capital Corporation,25.55,52888500.0,,,Consumer Non-Durables,Textiles
GOOD,Gladstone Commercial Corporation,21.02,638007426.98,,2003.0,Consumer Services,Real Estate
GOODM,Gladstone Commercial Corporation,25.65,90020085.75,,,Consumer Services,Real Estate
GOODO,Gladstone Commercial Corporation,26.18,56287000.0,,,Consumer Services,Real Estate
GOODP,Gladstone Commercial Corporation,26.55,60109200.0,,,Consumer Services,Real Estate
GAIN,Gladstone Investment Corporation,12.29,403388021.11,,2005.0,,
GAINL,Gladstone Investment Corporation,25.635,0.0,,,,
GAINM,Gladstone Investment Corporation,25.46,0.0,,,,
LAND,Gladstone Land Corporation,12.37,223395013.03,,1993.0,Consumer Services,Real Estate Investment Trusts
LANDP,Gladstone Land Corporation,25.5652,29399980.0,,,Consumer Services,Real Estate Investment Trusts
GLBZ,Glen Burnie Bancorp,10.7,30150684.7,,,Finance,Major Banks
GBT,"Global Blood Therapeutics, Inc.",59.05,3325829275.85,,2015.0,Health Care,Major Pharmaceuticals
ENT,Global Eagle Entertainment Inc.,0.7,64249071.6,,2011.0,Consumer Services,Telecommunications Equipment
GBLI,Global Indemnity Limited,31.5,447422346.0,,,Finance,Property-Casualty Insurers
GBLIL,Global Indemnity Limited,25.5045,0.0,,,Finance,Property-Casualty Insurers
GBLIZ,Global Indemnity Limited,25.58,0.0,,,Finance,Property-Casualty Insurers
SELF,"Global Self Storage, Inc.",3.82,29385823.68,,,Consumer Services,Real Estate Investment Trusts
GWRS,"Global Water Resources, Inc.",9.69,208056858.24,,2016.0,Public Utilities,Water Supply
DRIV,Global X Autonomous & Electric Vehicles ETF,13.94,13245523.14,,,,
KRMA,Global X Conscious Companies ETF,21.5199,60260196.1392,,,,
DAX,Global X DAX Germany ETF,26.3012,15781850.9516,,,,
EBIZ,Global X E-commerce ETF,18.078,1808125.404,,,,
FINX,Global X FinTech ETF,28.26,340524748.08,,,,
AIQ,Global X Future Analytics Tech ETF,16.24,41407663.92,,,,
GNOM,Global X Genomics & Biotechnology ETF,15.37,1537000.0,,,,
BFIT,Global X Health & Wellness Thematic ETF,19.8,20792296.8,,,,
SNSR,Global X Internet of Things ETF,19.14,83261928.42,,,,
LNGR,Global X Longevity Thematic ETF,21.5268,17224690.5468,,,,
MILN,Global X Millennials Thematic ETF,24.3001,40091617.1854,,,,
CHIC,Global X MSCI China Communication Services ETF,28.24,28238220.88,,,,
EFAS,Global X MSCI SuperDividend EAFE ETF,16.09,6436530.97,,,,
QYLD,Global X NASDAQ-100 Covered Call ETF,22.94,483940978.3,,,,
BOTZ,Global X Robotics & Artificial Intelligence ETF,21.29,1693363423.88,,,,
CATH,Global X S&P 500 Catholic Values ETF,35.45,244624001.2,,,,
SOCL,Global X Social Media ETF,33.25,139642119.75,,,,
ALTY,Global X SuperDividend Alternatives ETF,14.85,20050499.7,,,,
SRET,Global X SuperDividend REIT ETF,15.0831,187774368.6582,,,,
YLCO,Global X YieldCo & Renewable Energy Income ETF,13.03,17587268.56,,,,
GLBS,Globus Maritime Limited,3.37,10821430.59,,,Transportation,Marine Transportation
GLUU,Glu Mobile Inc.,11.48,1654502283.84,,2007.0,Technology,EDP Services
GLYC,"GlycoMimetics, Inc.",12.11,522776214.59,,2014.0,Health Care,Major Pharmaceuticals
GOGO,Gogo Inc.,4.29,375635377.26,,2013.0,Consumer Services,Telecommunications Equipment
GLNG,Golar LNG Limited,21.07,2134441652.28,,,Consumer Services,Marine Transportation
GMLP,Golar LNG Partners LP,12.64,896071783.2,,2011.0,Consumer Services,Marine Transportation
GMLPP,Golar LNG Partners LP,25.2135,139178520.0,,,Consumer Services,Marine Transportation
DNJR,GOLDEN BULL LIMITED,9.02,133338150.0,,2018.0,Finance,Finance: Consumer Services
GDEN,"Golden Entertainment, Inc.",15.99,442884863.85,,,Consumer Services,Services-Misc. Amusement & Recreation
GOGL,Golden Ocean Group Limited,5.51,791801860.47,,,Consumer Services,Marine Transportation
GBDC,"Golub Capital BDC, Inc.",18.17,1097872082.63,,2010.0,,
GTIM,Good Times Restaurants Inc.,2.25,28176250.5,,,Consumer Services,Restaurants
