Symbol,Exchange,Name,Last_Price,Market_Cap,IPO_Year,Sector,Industry
POPE,NASDAQ,Pope Resources,67.9999,296880967.4097,1969,Consumer Non-Durables,Environmental Services
POR,NYSE,Portland General Electric Company,51.27,4580785928.94,1969,Public Utilities,Electric Utilities: Central
POST,NYSE,"Post Holdings, Inc.",108.29,7840648435.62,2012,Consumer Non-Durables,Packaged Foods
POWI,NASDAQ,"Power Integrations, Inc.",74.27,2157471606.64,1997,Technology,Semiconductors
POWL,NASDAQ,"Powell Industries, Inc.",29.63,365559117.58,1969,Consumer Durables,Electrical Products
PPBI,NASDAQ,Pacific Premier Bancorp Inc,28.78,1806615545.22,1969,Finance,Major Banks
PPC,NASDAQ,Pilgrim&#39;s Pride Corporation,22.36,5577118739.4,1969,Consumer Non-Durables,Meat/Poultry/Fish
PPDF,NYSE,PPDAI Group Inc.,4.85,1457979030.05,2017,Finance,Finance: Consumer Services
PPG,NYSE,"PPG Industries, Inc.",114.9,27128086019.4,1969,Basic Industries,Paints/Coatings
PPH,NASDAQ,VanEck Vectors Pharmaceutical ETF,59.63,187127168.94,1969,,
PPHI,NASDAQ,"Positive Physicians Holdings, Inc.",12.9,46111050.0,2019,Finance,Property-Casualty Insurers
PPIH,NASDAQ,"Perma-Pipe International Holdings, Inc.",8.88,70022121.12,1969,Capital Goods,Pollution Control Equipment
PPL,NYSE,PPL Corporation,31.74,22884086244.96,1969,Public Utilities,Electric Utilities: Central
PPR,NYSE,Voya Prime Rate Trust,4.88,721203932.08,1969,,
PPSI,NASDAQ,"Pioneer Power Solutions, Inc.",5.01,43717485.45,1969,Consumer Durables,Electrical Products
PPT,NYSE,Putnam Premier Income Trust,5.2,554654791.6,1988,,
PPX,NYSE,"PPL Capital Funding, Inc.",25.44,,1969,Public Utilities,Electric Utilities: Central
PQG,NYSE,PQ Group Holdings Inc.,16.06,2179788628.6,2017,Basic Industries,Major Chemicals
PRA,NYSE,ProAssurance Corporation,35.17,1886525060.26,1969,Finance,Property-Casualty Insurers
PRAA,NASDAQ,"PRA Group, Inc.",26.75,1212463491.5,2002,Finance,Finance: Consumer Services
PRAH,NASDAQ,"PRA Health Sciences, Inc.",105.57,6918177240.63,2014,Health Care,Biotechnology: Commercial Physical & Biological Resarch
PRCP,NASDAQ,"Perceptron, Inc.",7.7,74062211.3,1992,Capital Goods,Electronic Components
PRE^F,NYSE,PartnerRe Ltd.,25.3243,,1969,,
PRE^G,NYSE,PartnerRe Ltd.,26.7,,1969,,
PRE^H,NYSE,PartnerRe Ltd.,27.1,,1969,,
PRE^I,NYSE,PartnerRe Ltd.,25.6829,,1969,,
PRFT,NASDAQ,"Perficient, Inc.",28.14,933540335.28,1999,Technology,EDP Services
PRFZ,NASDAQ,Invesco FTSE RAFI US 1500 Small-Mid ETF,131.3235,2094609825.0,1969,,
PRGO,NYSE,Perrigo Company,51.25,6963494786.25,1969,Health Care,Major Pharmaceuticals
PRGS,NASDAQ,Progress Software Corporation,45.59,2028514558.34,1991,Technology,Computer Software: Prepackaged Software
PRGX,NASDAQ,"PRGX Global, Inc.",7.84,180951621.76,1996,Consumer Services,Diversified Commercial Services
PRH,NYSE,"Prudential Financial, Inc.",25.29,,1969,Finance,Life Insurance
PRI,NYSE,"Primerica, Inc.",127.12,5396789599.04,2010,Finance,Life Insurance
PRIF^A,NYSE,"Priority Income Fund, Inc.",25.395,,1969,,
PRIF^B,NYSE,"Priority Income Fund, Inc.",24.9101,,1969,,
PRIF^C,NYSE,"Priority Income Fund, Inc.",24.96,,1969,,
PRIM,NASDAQ,Primoris Services Corporation,21.53,1094647680.06,1969,Basic Industries,Water Supply
PRK,AMEX,Park National Corporation,94.59,1572950541.78,1969,Finance,Major Banks
PRLB,NYSE,"Proto Labs, Inc.",110.1,2963733896.4,2012,Capital Goods,Metal Fabrications
PRMW,NASDAQ,Primo Water Corporation,15.37,599355132.73,2010,Consumer Non-Durables,Food Distributors
PRN,NASDAQ,Invesco DWA Industrials Momentum ETF,62.434,96772700.0,1969,,
PRNB,NASDAQ,Principia Biopharma Inc.,30.8,735055890.8,2018,Health Care,Major Pharmaceuticals
PRO,NYSE,"PROS Holdings, Inc.",43.33,1632860762.33,2007,Technology,EDP Services
PROV,NASDAQ,"Provident Financial Holdings, Inc.",20.45,153576534.75,1969,Finance,Savings Institutions
PRPH,NASDAQ,"ProPhase Labs, Inc.",2.98,34438921.3,1969,Health Care,Major Pharmaceuticals
PRPL,NASDAQ,"Purple Innovation, Inc.",5.12,49820856.32,2015,Consumer Durables,Home Furnishings
PRPO,NASDAQ,"Precipio, Inc.",0.3,14510577.9,1969,Capital Goods,Biotechnology: Laboratory Analytical Instruments
PRQR,NASDAQ,ProQR Therapeutics N.V.,14.41,560159007.76,2014,Health Care,Major Pharmaceuticals
PRS,NYSE,"Prudential Financial, Inc.",25.75,560999954.5,2018,Finance,Life Insurance
PRSC,NASDAQ,The Providence Service Corporation,65.81,844595405.26,2003,Consumer Services,Transportation Services
PRSP,NYSE,Perspecta Inc.,22.02,3600895323.96,2018,Technology,EDP Services
PRT,NYSE,PermRock Royalty Trust,8.57,104260323.24,2018,Energy,Oil & Gas Production
PRTA,NASDAQ,Prothena Corporation plc,11.44,456040853.84,1969,Health Care,Major Pharmaceuticals
PRTH,NASDAQ,"Priority Technology Holdings, Inc.",6.164,415813552.944,2016,Miscellaneous,Business Services
PRTK,NASDAQ,"Paratek Pharmaceuticals, Inc. ",6.14,199034098.78,1969,Health Care,Major Pharmaceuticals
PRTO,NASDAQ,"Proteon Therapeutics, Inc.",0.5562,10703318.6862,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PRTS,NASDAQ,"U.S. Auto Parts Network, Inc.",1.04,36829057.2,2007,Consumer Services,Other Specialty Stores
PRTY,NYSE,Party City Holdco Inc.,8.35,782083536.65,2015,Consumer Services,Other Specialty Stores
PRU,NYSE,"Prudential Financial, Inc.",98.39,40175954218.85,2001,Finance,Life Insurance
PRVB,NASDAQ,"Provention Bio, Inc.",2.77,103491526.74,2018,Health Care,Major Pharmaceuticals
PS,NASDAQ,"Pluralsight, Inc.",30.45,4211112286.5,2018,Technology,"Computer Software: Programming, Data Processing"
PSA,NYSE,Public Storage,219.5,38274497935.5,1969,Consumer Services,Real Estate Investment Trusts
PSA^A,NYSE,Public Storage,25.89,,1969,,
PSA^B,NYSE,Public Storage,25.46,,1969,Consumer Services,Real Estate Investment Trusts
PSA^C,NYSE,Public Storage,25.14,,1969,Consumer Services,Real Estate Investment Trusts
PSA^D,NYSE,Public Storage,24.56,,1969,Consumer Services,Real Estate Investment Trusts
PSA^E,NYSE,Public Storage,24.08,,1969,Consumer Services,Real Estate Investment Trusts
PSA^F,NYSE,Public Storage,24.95,,1969,Consumer Services,Real Estate Investment Trusts
PSA^G,NYSE,Public Storage,25.08,,1969,,
PSA^H,NYSE,Public Storage,25.99,,1969,,
PSA^U,NYSE,Public Storage,25.18,,1969,Consumer Services,Real Estate Investment Trusts
PSA^V,NYSE,Public Storage,25.05,,1969,Consumer Services,Real Estate Investment Trusts
PSA^W,NYSE,Public Storage,24.82,,1969,,
PSA^X,NYSE,Public Storage,24.92,,1969,,
PSA^Z,NYSE,Public Storage,25.3,,1969,,
PSB,NYSE,"PS Business Parks, Inc.",150.37,4114439127.37,1969,Consumer Services,Real Estate Investment Trusts
PSB^U,NYSE,"PS Business Parks, Inc.",25.44,,1969,,
PSB^V,NYSE,"PS Business Parks, Inc.",25.41,,1969,,
PSB^W,NYSE,"PS Business Parks, Inc.",24.271,,1969,,
PSB^X,NYSE,"PS Business Parks, Inc.",24.81,,1969,,
PSB^Y,NYSE,"PS Business Parks, Inc.",23.86,,1969,,
PSC,NASDAQ,Principal U.S. Small-Cap Multi-Factor Index ETF,31.883000000000006,358683781.883,1969,,
PSCC,NASDAQ,Invesco S&P SmallCap Consumer Staples ETF,76.3803,68742270.0,1969,,
PSCD,NASDAQ,Invesco S&P SmallCap Consumer Discretionary ETF,62.25,80925000.0,1969,,
PSCE,NASDAQ,Invesco S&P SmallCap Energy ETF,11.4628,32095840.0,1969,,
PSCF,NASDAQ,Invesco S&P SmallCap Financials ETF,53.57,141960500.0,1969,,
PSCH,NASDAQ,Invesco S&P SmallCap Health Care ETF,117.39,686731500.0,1969,,
PSCI,NASDAQ,Invesco S&P SmallCap Industrials ETF,64.8825,64882500.0,1969,,
PSCM,NASDAQ,Invesco S&P SmallCap Materials ETF,48.68,19472000.0,1969,,
PSCT,NASDAQ,Invesco S&P SmallCap Information Technology ETF,84.03,340321500.0,1969,,
PSCU,NASDAQ,Invesco S&P SmallCap Utilities & Communication Services ETF,53.9947,62093905.0,1969,,
PSDO,NASDAQ,"Presidio, Inc.",14.81,1223133419.07,2017,Technology,Retail: Computer Software & Peripheral Equipment
PSEC,NASDAQ,Prospect Capital Corporation,6.58,2413504671.34,2004,,
PSET,NASDAQ,Principal Price Setters Index ETF,35.31,14124035.31,1969,,
PSF,NYSE,"Cohen & Steers Select Preferred and Income Fund, Inc.",27.4713,329718124.6788,2010,,
PSL,NASDAQ,Invesco DWA Consumer Staples Momentum ETF,71.15,170760000.0,1969,,
PSMT,NASDAQ,"PriceSmart, Inc.",63.97,1953926675.34,1969,Consumer Services,Department/Specialty Retail Stores
PSO,NYSE,"Pearson, Plc",10.81,8447096766.17,1969,Consumer Services,Books
PSTG,NYSE,"Pure Storage, Inc. ",23.29,5704432625.95,2015,Technology,Electronic Components
PSTI,NASDAQ,"Pluristem Therapeutics, Inc.",0.6,70113943.8,1969,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PSX,NYSE,Phillips 66,98.61,44803683064.08,1969,Energy,Integrated oil Companies
PSXP,NYSE,Phillips 66 Partners LP,51.67,6412456521.85,2013,Energy,Natural Gas Distribution
PT,NASDAQ,Pintec Technology Holdings Limited,10.57,44479299.9,2018,Technology,"Computer Software: Programming, Data Processing"
PTC,NASDAQ,PTC Inc.,95.18,11290986389.6,1969,Technology,Computer Software: Prepackaged Software
PTCT,NASDAQ,"PTC Therapeutics, Inc.",38.66,2257809644.68,2013,Health Care,Major Pharmaceuticals
PTE,NASDAQ,"PolarityTE, Inc.",9.44,204742819.52,1969,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PTEN,NASDAQ,"Patterson-UTI Energy, Inc.",15.39,3288116161.08,1993,Energy,Oil & Gas Production
PTF,NASDAQ,Invesco DWA Technology Momentum ETF,68.3,146845000.0,1969,,
PTGX,NASDAQ,"Protagonist Therapeutics, Inc.",12.03,280865203.98,2016,Health Care,Major Pharmaceuticals
PTH,NASDAQ,Invesco DWA Healthcare Momentum ETF,80.2728,196668360.0,1969,,
PTI,NASDAQ,"Proteostasis Therapeutics, Inc.",1.37,69925642.55,2016,Health Care,Major Pharmaceuticals
PTLA,NASDAQ,"Portola Pharmaceuticals, Inc.",36.78,2457682522.26,2013,Health Care,Major Pharmaceuticals
PTMN,NASDAQ,Portman Ridge Finance Corporation,3.0,112022529.0,1969,,
PTN,AMEX,"Palatin Technologies, Inc.",1.18,239614846.22,1969,Health Care,Major Pharmaceuticals
PTNR,NASDAQ,Partner Communications Company Ltd.,4.2247,22966521.1503,1969,Public Utilities,Telecommunications Equipment
PTR,NYSE,PetroChina Company Limited,67.04,122697263517.12,1969,Energy,Oil & Gas Production
PTSI,NASDAQ,"P.A.M. Transportation Services, Inc.",56.3,333122033.0,1986,Transportation,Trucking Freight/Courier Services
PTVCA,NASDAQ,Protective Insurance Corporation,18.15,269517862.35,1969,Finance,Property-Casualty Insurers
PTVCB,NASDAQ,Protective Insurance Corporation,17.73,263281085.37,1969,Finance,Property-Casualty Insurers
PTY,NYSE,Pimco Corporate & Income Opportunity Fund,17.39,1511022403.95,2002,,
PUB,NASDAQ,People&#39;s Utah Bancorp,27.94,525133529.36,2015,Finance,Major Banks
PUI,NASDAQ,Invesco DWA Utilities Momentum ETF,31.79,243193500.0,1969,,
PUK,NYSE,Prudential Public Limited Company,43.34,56334320238.68,1969,Finance,Life Insurance
PUK^,NYSE,Prudential Public Limited Company,26.57,,1969,,
PUK^A,NYSE,Prudential Public Limited Company,27.05,,1969,,
PULM,NASDAQ,"Pulmatrix, Inc.",1.16,9312358.2,2014,Health Care,Major Pharmaceuticals
PUMP,NYSE,ProPetro Holding Corp.,23.51,2357056787.26,2017,Energy,Oilfield Services/Equipment
PUYI,NASDAQ,Puyi Inc.,6.31,27084261.56,2019,Finance,Investment Managers
PVAC,NASDAQ,Penn Virginia Corporation,42.92,648317372.92,1969,Energy,Oil & Gas Production
PVAL,NASDAQ,Principal Contrarian Value Index ETF,26.31,3946526.31,1969,,
PVBC,NASDAQ,"Provident Bancorp, Inc.",22.62,217733763.78,2015,Finance,Savings Institutions
PVG,NYSE,"Pretium Resources, Inc.",8.63,1589715825.33,1969,Basic Industries,Precious Metals
PVH,NYSE,PVH Corp.,127.33,9568392257.97,1969,Consumer Non-Durables,Apparel
PVL,NYSE,Permianville Royalty Trust,3.41,112530000.0,2011,Energy,Oil & Gas Production
PVT,NYSE,Pivotal Acquisition Corp.,9.82,225860000.0,2019,Finance,Business Services
PVT.U,NYSE,Pivotal Acquisition Corp.,0.0,0.0,2019,,
PVT.WS,NYSE,Pivotal Acquisition Corp.,0.0,0.0,1969,,
PVTL,NYSE,"Pivotal Software, Inc.",20.08,1818301007.12,2018,Technology,Computer Software: Prepackaged Software
PW,AMEX,Power REIT,5.84,10921611.76,1969,Consumer Services,Real Estate Investment Trusts
PWOD,NASDAQ,"Penns Woods Bancorp, Inc.",42.5,199407747.5,1969,Finance,Major Banks
PWR,NYSE,"Quanta Services, Inc.",39.32,5558134159.16,1969,Capital Goods,Engineering & Construction
PW^A,AMEX,Power REIT,25.03,,1969,,
PXD,NYSE,Pioneer Natural Resources Company,150.49,25355498471.32,1969,Energy,Oil & Gas Production
PXI,NASDAQ,Invesco DWA Energy Momentum ETF,32.99,52784000.0,1969,,
PXLW,NASDAQ,"Pixelworks, Inc.",4.54,170409440.26,2000,Technology,Semiconductors
PXS,NASDAQ,Pyxis Tankers Inc.,1.44,30326673.6,1969,Transportation,Marine Transportation
PXUS,NASDAQ,Principal International Multi-Factor Index ETF,90.695,13604340.695,1969,,
PY,NASDAQ,Principal Shareholder Yield Index ETF,31.72,14274031.72,1969,,
PYDS,NASDAQ,"Payment Data Systems, Inc.",2.47,41652158.34,1969,Finance,Investment Bankers/Brokers/Service
PYN,NYSE,PIMCO New York Municipal Income Fund III,9.76,55769274.4,2002,,
PYPL,NASDAQ,"PayPal Holdings, Inc.",107.51,126131739046.17,1969,Miscellaneous,Business Services
PYS,NYSE,PPlus Trust,17.85,,1969,Finance,Finance: Consumer Services
PYT,NYSE,PPlus Trust,20.08,,1969,Finance,Finance: Consumer Services
PYX,NYSE,"Pyxus International, Inc.",21.66,196694113.44,1969,Consumer Services,Farming/Seeds/Milling
PYZ,NASDAQ,Invesco DWA Basic Materials Momentum ETF,60.61,63640500.0,1969,,
PZC,NYSE,PIMCO California Municipal Income Fund III,10.47,233498066.1,2002,,
PZG,AMEX,Paramount Gold Nevada Corp.,0.8633,22894676.2882,2015,Basic Industries,Precious Metals
PZN,NYSE,Pzena Investment Management Inc,8.15,145679962.3,2007,Finance,Investment Managers
PZZA,NASDAQ,"Papa John&#39;s International, Inc.",50.43,1602585569.31,1993,Consumer Services,Restaurants
QABA,NASDAQ,First Trust NASDAQ ABA Community Bank Index Fund,47.98,203915095.96,1969,,
QADA,NASDAQ,QAD Inc.,44.25,868482183.0,1969,Technology,Computer Software: Prepackaged Software
QADB,NASDAQ,QAD Inc.,31.4,616278882.4,1969,Technology,Computer Software: Prepackaged Software
QAT,NASDAQ,iShares MSCI Qatar ETF,18.64,55920000.0,1969,,
QBAK,NASDAQ,Qualstar Corporation,5.93,11835758.16,2000,Technology,Electronic Components
QCLN,NASDAQ,First Trust NASDAQ Clean Edge Green Energy Index Fund,21.2083,102860297.4166,1969,,
QCOM,NASDAQ,QUALCOMM Incorporated,56.33,68176519686.69,1991,Technology,Radio And Television Broadcasting And Communications Equipment
QCRH,NASDAQ,"QCR Holdings, Inc.",34.78,547394107.58,1969,Finance,Major Banks
QD,NYSE,Qudian Inc.,5.1,1511864848.8,2017,Finance,Finance: Consumer Services
QDEL,NASDAQ,Quidel Corporation,64.57,2547071288.19,1969,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
QEP,NYSE,"QEP Resources, Inc.",8.06,1918645335.62,1969,Energy,Oil & Gas Production
QES,NYSE,Quintana Energy Services Inc.,4.39,148773210.46,2018,Energy,Oilfield Services/Equipment
QFIN,NASDAQ,"360 Finance, Inc.",17.1,53010000.0,2018,Finance,Finance: Consumer Services
QGEN,NYSE,Qiagen N.V.,41.39,9333955587.04,1969,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
QGEN,NASDAQ,Qiagen N.V.,41.39,9333955587.04,1969,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
QHC,NYSE,Quorum Health Corporation,1.17,36690877.08,2016,Health Care,Hospital/Nursing Management
QIWI,NASDAQ,QIWI plc,13.99,629881660.93,2013,Miscellaneous,Business Services
QLC,NASDAQ,FlexShares US Quality Large Cap Index Fund,34.2,82080034.2,1969,,
QLYS,NASDAQ,"Qualys, Inc.",82.96,3238614298.48,2012,Technology,Computer Software: Prepackaged Software
QNST,NASDAQ,"QuinStreet, Inc.",13.38,666421152.18,2010,Miscellaneous,Business Services
QQEW,NASDAQ,First Trust NASDAQ-100 Equal Weighted Index Fund,66.28,772162132.56,1969,,
QQQ,NASDAQ,"Invesco QQQ Trust, Series 1",185.47,73835607000.0,1969,,
QQQX,NASDAQ,Nuveen NASDAQ 100 Dynamic Overwrite Fund,22.78,881132495.76,1969,,
QQXT,NASDAQ,First Trust NASDAQ-100 Ex-Technology Sector Index Fund,53.5966,91114327.1932,1969,,
QRHC,NASDAQ,Quest Resource Holding Corporation,1.7,26059079.0,1969,Technology,Diversified Commercial Services
QRTEA,NASDAQ,"Qurate Retail, Inc.",17.09,7430870958.79,1969,Consumer Services,Catalog/Specialty Distribution
QRTEB,NASDAQ,"Qurate Retail, Inc.",17.08,7426522877.48,1969,Consumer Services,Catalog/Specialty Distribution
QRVO,NASDAQ,"Qorvo, Inc.",76.23,9360172309.95,1969,Technology,Semiconductors
QSR,NYSE,Restaurant Brands International Inc.,65.65,16604262468.3,2014,Consumer Services,Restaurants
QTEC,NASDAQ,First Trust NASDAQ-100- Technology Index Fund,86.65,2543177673.3,1969,,
QTNA,NASDAQ,"Quantenna Communications, Inc.",24.26,931802849.46,2016,Technology,Semiconductors
QTNT,NASDAQ,Quotient Limited,8.94,581381538.48,2014,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
QTRH,NASDAQ,Quarterhill Inc.,1.1,130699212.6,1969,Miscellaneous,Multi-Sector Companies
QTRX,NASDAQ,Quanterix Corporation,24.73,555465525.46,2017,Capital Goods,Biotechnology: Laboratory Analytical Instruments
QTS,NYSE,"QTS Realty Trust, Inc.",46.36,2561690737.32,2013,Consumer Services,Real Estate Investment Trusts
QTS^A,NYSE,"QTS Realty Trust, Inc.",25.3,,1969,,
QTS^B,NYSE,"QTS Realty Trust, Inc.",111.56,,1969,,
QTT,NASDAQ,Qutoutiao Inc.,9.08,125304000.0,2018,,
QTWO,NYSE,"Q2 Holdings, Inc.",68.11,2968329630.77,2014,Technology,Computer Software: Prepackaged Software
QUAD,NYSE,"Quad Graphics, Inc",12.35,466334369.8,1969,Miscellaneous,Publishing
QUIK,NASDAQ,QuickLogic Corporation,0.741,71864859.456,1999,Technology,Semiconductors
QUMU,NASDAQ,Qumu Corporation,2.775,27098962.8,1969,Technology,Computer Software: Prepackaged Software
QUOT,NYSE,Quotient Technology Inc.,9.39,883203812.46,2014,Consumer Services,Advertising
QURE,NASDAQ,uniQure N.V.,58.2,2189850660.0,2014,Health Care,Major Pharmaceuticals
QVCD,NYSE,"QVC, Inc.",24.09,,2018,Consumer Services,Catalog/Specialty Distribution
QYLD,NASDAQ,Global X NASDAQ-100 Covered Call ETF,22.94,483940978.3,1969,,
R,NYSE,"Ryder System, Inc.",64.41,3431414216.37,1969,Consumer Services,Rental/Leasing Companies
RA,NYSE,Brookfield Real Assets Income Fund Inc.,22.03,803829252.11,2016,,
RACE,NYSE,Ferrari N.V.,136.51,33364890980.3,2015,Capital Goods,Auto Manufacturing
RAD,NYSE,Rite Aid Corporation,0.5677,613062981.9293,1969,Health Care,Medical/Nursing Services
RADA,NASDAQ,RADA Electronic Industries Ltd.,3.26,122305064.66,1969,Consumer Non-Durables,Electronic Components
RAIL,NASDAQ,"Freightcar America, Inc.",7.0,88211599.0,2005,Capital Goods,Railroads
RAMP,NYSE,"LiveRamp Holdings, Inc.",55.77,3821811244.68,1969,Technology,EDP Services
RAND,NASDAQ,Rand Capital Corporation,3.0,18965964.0,1969,Consumer Non-Durables,Textiles
RARE,NASDAQ,Ultragenyx Pharmaceutical Inc.,73.13,3750030198.54,2014,Health Care,Major Pharmaceuticals
RARX,NASDAQ,"Ra Pharmaceuticals, Inc.",23.45,989320723.65,2016,Health Care,Major Pharmaceuticals
RAVE,NASDAQ,"Rave Restaurant Group, Inc.",1.81,27279072.91,1969,Consumer Non-Durables,Food Distributors
RAVN,NASDAQ,"Raven Industries, Inc.",38.73,1391853875.34,1969,Capital Goods,Specialty Chemicals
RBA,NYSE,Ritchie Bros. Auctioneers Incorporated,33.92,3695626162.56,1969,Miscellaneous,Business Services
RBB,NASDAQ,RBB Bancorp,18.485,371067723.635,2017,Finance,Major Banks
RBBN,NASDAQ,Ribbon Communications Inc. ,5.2,557808440.8,1969,Technology,EDP Services
RBC,NYSE,Regal Beloit Corporation,83.67,3581824177.14,1969,Consumer Durables,Metal Fabrications
RBCAA,NASDAQ,"Republic Bancorp, Inc.",46.44,867532125.96,1998,Finance,Major Banks
RBCN,NASDAQ,"Rubicon Technology, Inc.",7.81,21362279.07,2007,Technology,Semiconductors
RBKB,NASDAQ,"Rhinebeck Bancorp, Inc.",11.9,49538307.7,2019,Finance,Banks
RBNC,NASDAQ,"Reliant Bancorp, Inc.",22.87,263084862.04,1969,Finance,Major Banks
RBS,NYSE,Royal Bank Scotland plc (The),6.76,40864362976.84,1969,Finance,Commercial Banks
RBZ,NASDAQ,Reebonz Holding Limited,8.89,23884940.8,2017,Consumer Services,Catalog/Specialty Distribution
RC,NYSE,Ready Capital Corporation,14.49,642268757.34,2013,Consumer Services,Real Estate Investment Trusts
RCA,NYSE,Ready Capital Corporation,26.0001,,2017,Consumer Services,Real Estate Investment Trusts
RCG,AMEX,"RENN Fund, Inc.",1.455,8660095.98,1969,,
RCI,NYSE,"Rogers Communication, Inc.",53.99,21793476739.46,1969,Consumer Services,Television Services
RCII,NASDAQ,Rent-A-Center Inc.,20.6,1111959489.6,1995,Technology,Diversified Commercial Services
RCKT,NASDAQ,"Rocket Pharmaceuticals, Inc.",19.25,868452912.25,2015,Health Care,Major Pharmaceuticals
RCKY,NASDAQ,"Rocky Brands, Inc.",25.59,188899238.4,1993,Consumer Non-Durables,Shoe Manufacturing
RCL,NYSE,Royal Caribbean Cruises Ltd.,116.51,24372330532.98,1993,Consumer Services,Marine Transportation
RCM,NASDAQ,R1 RCM Inc.,10.57,1165030145.93,1969,Consumer Services,Other Consumer Services
RCMT,NASDAQ,"RCM Technologies, Inc.",4.02,51744322.44,1969,Technology,Professional Services
RCON,NASDAQ,"Recon Technology, Ltd.",0.97,20312414.01,2009,Energy,Oilfield Services/Equipment
RCP,NYSE,Ready Capital Corporation,25.651,,2018,Consumer Services,Real Estate Investment Trusts
RCS,NYSE,"PIMCO Strategic Income Fund, Inc.",9.55,413495900.0,1994,,
RCUS,NYSE,"Arcus Biosciences, Inc.",13.38,595872867.72,2018,Health Care,Major Pharmaceuticals
RDCM,NASDAQ,Radcom Ltd.,7.76,105856682.0,1997,Technology,Computer peripheral equipment
RDFN,NASDAQ,Redfin Corporation,22.45,2031461032.9,2017,Finance,Real Estate
RDHL,NASDAQ,Redhill Biopharma Ltd.,8.61,198628506.93,1969,Health Care,Major Pharmaceuticals
RDI,NASDAQ,Reading International Inc,16.08,341539907.52,1969,Consumer Services,Movies/Entertainment
RDIB,NASDAQ,Reading International Inc,26.8,45039812.0,1969,Consumer Services,Movies/Entertainment
RDN,NYSE,Radian Group Inc.,22.5,4807852132.5,1969,Finance,Property-Casualty Insurers
RDNT,NASDAQ,"RadNet, Inc.",12.86,643919219.94,1969,Health Care,Medical Specialities
RDS.A,NYSE,Royal Dutch Shell PLC,0.0,0.0,1969,,
RDS.B,NYSE,Royal Dutch Shell PLC,0.0,0.0,1969,,
RDUS,NASDAQ,"Radius Health, Inc.",22.15,1013366221.2,2014,Health Care,Major Pharmaceuticals
RDVT,NASDAQ,"Red Violet, Inc.",7.25,74432944.25,1969,Technology,Computer Software: Prepackaged Software
RDVY,NASDAQ,First Trust Rising Dividend Achievers ETF,30.86,745269061.72,1969,,
RDWR,NASDAQ,Radware Ltd.,26.08,1161757984.8,1999,Miscellaneous,Business Services
RDY,NYSE,Dr. Reddy&#39;s Laboratories Ltd,40.03,6639530916.25,1969,Health Care,Major Pharmaceuticals
RE,NYSE,"Everest Re Group, Ltd.",216.81,8818794665.01,1969,Finance,Property-Casualty Insurers
RECN,NASDAQ,"Resources Connection, Inc.",15.71,503042102.13,2000,Miscellaneous,Business Services
REDU,NASDAQ,RISE Education Cayman Ltd,10.7,254230930.0,2017,Consumer Services,Other Consumer Services
REED,AMEX,"Reeds, Inc.",3.14,105178372.58,1969,Consumer Non-Durables,Beverages (Production/Distribution)
REFR,NASDAQ,Research Frontiers Incorporated,2.09,59913676.79,1969,Miscellaneous,Multi-Sector Companies
REG,NASDAQ,Regency Centers Corporation,68.78,11521835973.54,1993,Consumer Services,Real Estate Investment Trusts
REGI,NASDAQ,"Renewable Energy Group, Inc.",23.45,875979275.85,2012,Basic Industries,Major Chemicals
REGN,NASDAQ,"Regeneron Pharmaceuticals, Inc.",408.23,44610226865.47,1991,Health Care,Major Pharmaceuticals
REI,AMEX,"Ring Energy, Inc.",5.68,359144752.8,1969,Energy,Oil & Gas Production
RELL,NASDAQ,"Richardson Electronics, Ltd.",6.36,82994947.2,1983,Consumer Non-Durables,Electronic Components
RELV,NASDAQ,"Reliv&#39; International, Inc.",4.63,8086058.87,1969,Health Care,Major Pharmaceuticals
RELX,NYSE,RELX PLC,21.68,42462754685.28,2015,Consumer Services,Publishing
RENN,NYSE,Renren Inc.,1.57,108009500.2,2011,Technology,EDP Services
REPH,NASDAQ,"Recro Pharma, Inc.",8.39,184502266.65,2014,Health Care,Major Pharmaceuticals
REPL,NASDAQ,"Replimune Group, Inc.",15.61,494006548.0,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RES,NYSE,"RPC, Inc.",12.57,2705202006.03,1969,Energy,Oilfield Services/Equipment
RESI,NYSE,Front Yard Residential Corporation,9.73,521821884.92,1969,Finance,Real Estate
RESN,NASDAQ,Resonant Inc.,3.07,85126148.09,2014,Technology,Semiconductors
RETA,NASDAQ,"Reata Pharmaceuticals, Inc.",88.59,2132855012.07,2016,Health Care,Major Pharmaceuticals
RETO,NASDAQ,"ReTo Eco-Solutions, Inc.",1.69,38464400.0,2017,Capital Goods,Industrial Machinery/Components
REV,NYSE,"Revlon, Inc.",21.51,1137189841.11,1996,Consumer Non-Durables,Package Goods/Cosmetics
REVG,NYSE,"REV Group, Inc.",11.31,710342318.01,2017,Capital Goods,Auto Manufacturing
REX,NYSE,REX American Resources Corporation,83.15,521717939.85,1969,Basic Industries,Major Chemicals
